,0
0,0.09249395534673847
1,0.36953655479149794
2,0.6044638501312277
3,0.3314391377980815
4,0.3290870731499515
5,0.37761341152874167
6,0.3478201086417714
7,0.34627205337823846
8,0.27410487257587374
9,0.329901063873276
10,0.14283208216932108
11,0.2837171323945739
12,0.6118605336857235
13,0.4698959594393278
14,0.6613419871913407
15,0.4450592658299047
16,0.47154585978494423
17,0.5868053967290339
18,0.5477161007886211
19,0.4806721330634067
20,0.5547678497099098
21,0.0921287851272542
22,0.39905776644761143
23,0.28438789020591787
24,0.30216987583084126
25,0.5320123598667598
26,0.5029025644742894
27,0.4221863088545666
28,0.538515158216793
29,0.4337468415087857
30,0.5916236232534507
31,0.32529809844638946
32,0.583600338945144
33,0.5839715885094885
34,0.5601922656105714
35,0.11641676028007165
36,0.2595305671274713
37,0.5296690808079775
38,0.6233775353858597
39,0.44958644594403113
40,0.510182509702921
41,0.40327654913153366
42,0.4966700637414901
43,0.5197010451489702
44,0.6052533959295227
45,0.30822039033921583
46,0.4072397447079237
47,0.3787093583777685
48,0.28868140893069194
49,0.3785539402420926
50,0.46572433832551596
51,0.6556211160853347
52,0.522349815237293
53,0.5056740021138205
54,0.17621429579011416
55,0.4867441495615708
56,0.20150999708518558
57,0.793008266023826
58,0.5346304140830522
59,0.6123977815200166
60,0.3624324304942679
61,0.09970698090565669
62,0.2172021877308769
63,0.6065223620480897
64,0.6820154286928225
65,0.5703091667992071
66,0.3810147770588277
67,0.6091051137688843
68,0.42112956564884274
69,0.2409588958700295
70,0.30938345591381083
71,0.5889579949321325
72,0.23618993895929807
73,0.42865645548794
74,0.6708805179784547
75,0.5137579489185983
76,0.36474481718759505
77,0.5300709924060553
78,0.49767518938296457
79,0.5297076854301852
80,0.279042941282049
81,0.5721307129006289
82,0.5015873175266566
83,0.2902450103711596
84,0.17867913701847554
85,0.4497532498711882
86,0.3602078945220232
87,0.37490481338181253
88,0.4363737941997112
89,0.47875748489679076
90,0.47335828036682687
91,0.7379492420888286
92,0.6562430234089144
93,0.3296442134865381
94,0.4262776858687212
95,0.10449302893583663
96,0.5825941044091395
97,0.23297632555814074
98,0.40907893125114214
99,0.2020194081219441
100,0.5631613497958772
101,0.46041233686468064
102,0.38824528359711274
103,0.4884009292242823
104,0.19616331889563293
105,0.12158520866705327
106,0.48458874373727656
107,0.1296262052616513
108,0.5061693473660267
109,0.5321114537325746
110,0.5618278027963015
111,0.13325150226492172
112,0.4794828534243035
113,0.7184087929925583
114,0.08349667556378618
115,0.5745538744281965
116,0.3726069710966064
117,0.45820582903641954
118,0.2745515681079712
119,0.404537743669321
120,0.5835768228226798
121,0.5144724688720962
122,0.592799129312909
123,0.613451713792178
124,0.39844038870480153
125,0.3365028430254156
126,0.4000450869837683
127,0.3634776229278412
128,0.6493741445720348
129,0.411216840496073
130,0.21679268290760656
131,0.5437899515091397
132,0.32092000337695514
133,0.5510711056762087
134,0.598192117961234
135,0.4393436326863537
136,0.4022246732645691
137,0.3935792605918335
138,0.44206020464384177
139,0.5028417533753848
140,0.2795383383434366
141,0.38162092150593857
142,0.5066210567639614
143,0.37816409923094446
144,0.613598581310368
145,0.5082117863655736
146,0.4716555191066381
147,0.62818357514984
148,0.45389965763586504
149,0.4874550263685623
150,0.10592135855526427
151,0.4593954659723242
152,0.16584082013845206
153,0.18149654272682708
154,0.3662018880299271
155,0.6539764938266938
156,0.3153619687977855
157,0.4761566175074028
158,0.6955309703688558
159,0.45391108514446415
160,0.3629455581924062
161,0.47568973669959264
162,0.38925735538687584
163,0.5495536195867934
164,0.43844194698772054
165,0.5234493160810584
166,0.21706285231832148
167,0.6226858746371524
168,0.27568670257963035
169,0.4780830455936381
170,0.3904229606985026
171,0.27088160867058875
172,0.6719328813790029
173,0.525729924721148
174,0.3956395628296145
175,0.4220239803897661
176,0.21449902052427464
177,0.4550559061945592
178,0.4180874479676421
179,0.4628137893589602
180,0.6377767380072433
181,0.5865441328640006
182,0.5261900167083711
183,0.31357350648454496
184,0.09085041952480376
185,0.28229111130498846
186,0.3494713524708147
187,0.4917041160337087
188,0.4755926834941503
189,0.22170155164458763
190,0.42541408883532345
191,0.25577156365117343
192,0.18878663415196467
193,0.48543801977820744
194,0.561593335657342
195,0.7842341430988434
196,0.3594873883654782
197,0.17242683453845875
198,0.5304011449645111
199,0.12865468428798707
200,0.46060527328820716
201,0.14455268903493815
202,0.28028798472752
203,0.1740990760885074
204,0.5358321290802398
205,0.10364344858541415
206,0.6863220973238773
207,0.2966930935632556
208,0.3562596372653712
209,0.5329134675112235
210,0.20620414975739174
211,0.22599410866727734
212,0.20586573925214113
213,0.5600842382358034
214,0.6358227302761179
215,0.5139623605977169
216,0.40163370051610225
217,0.6169631475875239
218,0.4412289178674942
219,0.504983156940044
220,0.37114629380413544
221,0.5892358297868786
222,0.4919307801002689
223,0.4892256386367189
224,0.5565454922785471
225,0.6466901309570743
226,0.21964493042962038
227,0.1673458858163972
228,0.4551643691006688
229,0.5797442235908921
230,0.42156711710581146
231,0.279897807497447
232,0.6262546350050323
233,0.4660920667683557
234,0.6113582656436692
235,0.4600514103191049
236,0.416091117024822
237,0.35443971927817003
238,0.5896781244837026
239,0.30302940016268526
240,0.6375667291439328
241,0.558147841213038
242,0.3907997173673873
243,0.3529212000040873
244,0.5439034256909993
245,0.10956931859436765
246,0.3748416639365964
247,0.11159173258400822
248,0.5802820515891403
249,0.6695773713833533
250,0.422559437717775
251,0.10803956818435205
252,0.12761022396588328
253,0.7284182519281787
254,0.4471521306693566
255,0.33986516372749503
256,0.28249885982846246
257,0.4344511707706562
