,0,1,2,3,4,5,6,7,8,0
0,0.0904017035829639,0.0899844092487759,0.0901029271348675,0.090205059490185,0.0898999671348279,0.0900491535989368,0.0900903837248647,0.0899176760747855,0.0901485530662251,0.0032626721018973
1,0.0100910334950949,0.010063739426937,0.0101260491809344,0.0100629743407719,0.0100901549652423,0.0101355067504283,0.0101738802909519,0.0100858685912175,0.0100296561738508,0.0150290892253759
2,0.0101443654582997,0.0100674986997869,0.0100752801287999,0.0101361144720131,0.0100399166962936,0.0101824064058017,0.01012445063898,0.0100553256738125,0.0101838048860447,0.0265164431506412
3,0.0900782960687256,0.0902680646447275,0.0902541706209892,0.090166111831668,0.0901646975802636,0.0900000012120228,0.0902383318648366,0.0903533211379094,0.0902807194994145,0.0302430631138901
4,0.2508742358036588,0.2490997249191436,0.2503333054019308,0.2499983706905172,0.2509061570344855,0.2505733862422417,0.2509049256810013,0.2505001030731363,0.2499197661471204,0.024903274928999
5,0.4910049918587882,0.4916969015758329,0.4906883004954529,0.4904022804150134,0.4905430693013737,0.4909531451704812,0.4910094870411232,0.4911760263314902,0.4912146441909294,0.0683068529418939
6,0.8108256582440739,0.8100720758598644,0.8111610002158361,0.8105463082765166,0.8112604660609368,0.8107951648605617,0.8114197035257313,0.8095322912542617,0.8090752674784988,0.1046609273945591
7,1.2105663399654778,1.210178736143276,1.2106607107742826,1.2107384564209618,1.2095248724501904,1.2102892765623456,1.210623554071326,1.2105620409103113,1.210286130088249,0.1683963412483353
8,1.6913763421375818,1.6915764112851253,1.6902093295689258,1.6915976629770542,1.6910883147155122,1.6912026316906152,1.689673643646184,1.690833433132178,1.6924891782223173,0.3707258432414361
